Filename,Label,Contrast0,Contrast45,Contrast90,Contrast135,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Dissimilarity0,Dissimilarity45,Dissimilarity90,Dissimilarity135,Entropy0,Entropy45,Entropy90,Entropy135,ASM0,ASM45,ASM90,ASM135,Energy0,Energy45,Energy90,Energy135,Correlation0,Correlation45,Correlation90,Correlation135
_0_4015166.jpg,label1 (katarak),382.52049217002235,632.5181298139725,415.53181208053695,728.4403855682178,0.6638915500163086,0.5856021089878638,0.6315451003266477,0.5749603762984568,5.063847874720357,6.462006215936219,5.16152125279642,6.784243952975093,3.7452369406319104,3.94073215398633,3.806949229847705,3.9672706952733225,0.07153044357361281,0.05823291108780699,0.06757233257761164,0.05733173933414868,0.2674517593391616,0.2413149624200849,0.25994678797325355,0.2394404713788976,0.8130632812469999,0.6880224301308646,0.7950046228040688,0.6407105969421836
_10_3215668.jpg,label1 (katarak),384.5836689038031,570.9843250304042,341.7038031319911,646.4447997837937,0.45687884704026543,0.40549006705731705,0.45571812864872663,0.4008392462939461,6.1202237136465305,7.534300256745193,5.775123042505592,7.772757983874602,5.071963547997877,5.22086033036039,5.069301702458295,5.226589140925528,0.030424651542222816,0.02685706115499485,0.03029544615107428,0.026694690424986706,0.17442663656168692,0.1638812410100523,0.1740558707745139,0.16338509854018726,0.7715551582538076,0.6597030299175277,0.797428534819337,0.6147298672686302
_11_7158929.jpg,label1 (katarak),492.05874720357946,810.3810188730238,458.9827293064877,817.9850907616775,0.47227389875753123,0.4219664575380614,0.4851871786875132,0.42236852993480994,6.258299776286354,8.009053646232152,6.106845637583893,8.008873474167832,4.746008603996486,4.874285668705248,4.716205709145095,4.874208938450836,0.028766136660510786,0.025803763467044688,0.02934521067619577,0.025685558265415673,0.1696058273188477,0.1606354987760946,0.1713044385770426,0.1602671465566654,0.7881712497404427,0.649357867085738,0.8009549866508968,0.6460676765163946
_12_5233869.jpg,label1 (katarak),264.07109619686804,374.1635511913878,216.31928411633118,420.04382685464634,0.4587674984795008,0.40175665477879346,0.46537309706458435,0.39676609044212036,4.853199105145414,6.179316247015901,4.862908277404923,6.260663934057026,5.059780395769786,5.239627478288889,5.065246973677517,5.249261040269306,0.031531745817255485,0.02713387251222828,0.03188217647853703,0.02701075642278241,0.17757180467984068,0.1647236246329842,0.17855580774238913,0.16434949474453037,0.7626380988560439,0.6644869155694781,0.8085187612617548,0.6233459953668353
_13_3987009.jpg,label1 (katarak),372.82246085011184,626.3401198144228,349.6965100671141,600.8646907796946,0.3935361341561354,0.35416416747496426,0.4090630932374024,0.35378821539566213,6.688501118568232,8.441826944732219,6.338299776286354,8.350119363992613,5.54585066206974,5.686619750491958,5.507451307638902,5.67719411044037,0.02397042075181799,0.021511445642200384,0.024151951113313214,0.021639689708905997,0.15482383780225184,0.14666780710912802,0.15540898015659588,0.14710434972802808,0.7809791083428292,0.632291566430201,0.7961442052897352,0.6472475461104646
_14_7805520.jpg,label1 (katarak),186.74496644295303,210.38097383000766,153.3706487695749,345.4912841763885,0.5266327111170737,0.49249173314847705,0.5419536241337233,0.48123259586424083,3.505055928411634,4.091977838836088,3.477404921700223,4.625647493356154,4.454060192817689,4.544562473365166,4.402446409055755,4.57937977955138,0.043637101431867456,0.03926284329700262,0.04390880390773187,0.038484777488423695,0.20889495310291117,0.19814853846799532,0.20954427672387493,0.196175374317022,0.7764999063160436,0.7484579185122318,0.818085772262176,0.5869132309092153
_15_7471583.jpg,label1 (katarak),302.000134228188,379.904688977974,234.64004474272932,520.8344669159046,0.5717704724462326,0.5214667631346764,0.5940657261550765,0.5117599344487805,4.79709172259508,5.504616909148235,4.194049217002237,6.163596234403855,4.48687152573206,4.6369480686158315,4.416641113063993,4.658237140351451,0.04733942014623969,0.04007521025198767,0.048110495523224675,0.03981569808292633,0.2175762398476444,0.20018793732887022,0.2193410484228264,0.19953871324363684,0.7680342050786226,0.7087621818871219,0.8223562712240234,0.6007243444384901
_16_1907643.jpg,label1 (katarak),302.89400447427295,494.31367956398356,266.41543624161073,442.9655420926986,0.5394699874191459,0.4751764474803676,0.542847910949993,0.4719864798467398,4.856868008948546,6.229268951849015,4.709574944071588,6.00117111841809,5.017899284921772,5.217902880075286,5.010949010759126,5.2126794017277325,0.038814896225895734,0.03300566109820951,0.03859241475609206,0.03325741992796401,0.1970149644719805,0.18167460223765322,0.19644952215796316,0.18236616991088014,0.7935613384469064,0.6622519543412857,0.8193217549947376,0.6973364235682732
_16_8423210.jpg,label1 (katarak),290.1055033557048,506.65762803477327,297.8410738255033,473.44993468762675,0.5486154314958055,0.4872177609679123,0.5513545164344483,0.48035993677462985,4.73351230425056,6.284221431467053,4.8496644295302005,6.124048466285304,4.925611573877994,5.1285069911255645,4.922036530892445,5.124175239233074,0.042499279812220674,0.03620113958526353,0.04243458102487875,0.03597147214241013,0.20615353456155117,0.19026597064442063,0.2059965558568365,0.18966146720514984,0.8053794403007449,0.6599926731628767,0.7996557103116599,0.682277660934965
_17_1497593.jpg,label1 (katarak),381.52684563758396,673.450655375884,459.29212527964205,763.6608260889149,0.40666532925693255,0.36689989036035675,0.4011766306039642,0.3682153680972241,6.24434004474273,8.194856087563624,6.725682326621923,8.50141885500653,5.072970119478363,5.1933897529032675,5.099716161270975,5.1935028670287045,0.028669631498080668,0.02603174795949769,0.02823311562542228,0.026014788607602944,0.1693210899388516,0.16134357117498574,0.1680271276473602,0.16129100597244392,0.809641259699973,0.6615892534938779,0.7711847016683318,0.6162584026442303
